type,lambda,num_personal_steps,perf,mean_perf,e,d,nm,norm,bs,seed
global,0.0,15,"[0.1397, 0.1387, 0.1539, 0.1466, 0.1411, 0.1532, 0.1544, 0.1614, 0.1607, 0.1658, 0.1681, 0.167, 0.1708, 0.1739, 0.1739]",0.1729,0.1,0.001,16.25,1.0,32,42
personal,0.0,15,"[0.2345, 0.2423, 0.2526, 0.2645, 0.2888, 0.2989, 0.3295, 0.361, 0.3936, 0.4031, 0.3988, 0.4152, 0.4336, 0.4514, 0.4421]",0.4424,0.1,0.001,16.25,1.0,32,42
pooled,0.0,15,"[0.1338, 0.1313, 0.1162, 0.1238, 0.1412, 0.129, 0.1477, 0.1407, 0.1529, 0.1625, 0.1654, 0.1648, 0.1584, 0.1575, 0.17]",0.162,0.1,0.001,16.25,1.0,32,42
global,0.001,15,"[0.1397, 0.1387, 0.1539, 0.1466, 0.1411, 0.1532, 0.1544, 0.1614, 0.1607, 0.1658, 0.1681, 0.167, 0.1708, 0.1739, 0.1739]",0.1729,0.1,0.001,16.25,1.0,32,42
personal,0.001,15,"[0.2345, 0.2407, 0.2526, 0.259, 0.269, 0.3036, 0.3463, 0.3812, 0.3938, 0.4156, 0.3952, 0.416, 0.4233, 0.4345, 0.4188]",0.4255,0.1,0.001,16.25,1.0,32,42
pooled,0.001,15,"[0.1338, 0.1405, 0.1162, 0.1226, 0.1339, 0.1283, 0.1538, 0.149, 0.1538, 0.1674, 0.1635, 0.1609, 0.1549, 0.1493, 0.1592]",0.1545,0.1,0.001,16.25,1.0,32,42
global,0.01,15,"[0.1397, 0.1387, 0.1539, 0.1466, 0.1411, 0.1532, 0.1544, 0.1614, 0.1607, 0.1658, 0.1681, 0.167, 0.1708, 0.1739, 0.1739]",0.1729,0.1,0.001,16.25,1.0,32,42
personal,0.01,15,"[0.2345, 0.2358, 0.2533, 0.259, 0.2706, 0.2855, 0.2937, 0.3387, 0.3602, 0.3605, 0.3585, 0.3425, 0.3541, 0.3909, 0.3821]",0.3757,0.1,0.001,16.25,1.0,32,42
pooled,0.01,15,"[0.1338, 0.1321, 0.1197, 0.1226, 0.129, 0.122, 0.1386, 0.1409, 0.1432, 0.1563, 0.1581, 0.1457, 0.1287, 0.1388, 0.1627]",0.1434,0.1,0.001,16.25,1.0,32,42
global,0.1,15,"[0.1397, 0.1387, 0.1539, 0.1466, 0.1411, 0.1532, 0.1544, 0.1614, 0.1607, 0.1658, 0.1681, 0.167, 0.1708, 0.1739, 0.1739]",0.1729,0.1,0.001,16.25,1.0,32,42
personal,0.1,15,"[0.2352, 0.2367, 0.2531, 0.2622, 0.2582, 0.2763, 0.2807, 0.2704, 0.2629, 0.27, 0.2716, 0.2853, 0.2602, 0.272, 0.2752]",0.2691,0.1,0.001,16.25,1.0,32,42
pooled,0.1,15,"[0.1367, 0.1401, 0.1224, 0.1239, 0.1309, 0.1191, 0.121, 0.126, 0.1229, 0.1286, 0.141, 0.1308, 0.1126, 0.1163, 0.1298]",0.1196,0.1,0.001,16.25,1.0,32,42
global,1.0,15,"[0.1397, 0.1387, 0.1539, 0.1466, 0.1411, 0.1532, 0.1544, 0.1614, 0.1607, 0.1658, 0.1681, 0.167, 0.1708, 0.1739, 0.1739]",0.1729,0.1,0.001,16.25,1.0,32,42
personal,1.0,15,"[0.2389, 0.2227, 0.2595, 0.2408, 0.253, 0.2644, 0.2374, 0.2581, 0.2687, 0.2653, 0.2592, 0.2709, 0.2568, 0.2615, 0.255]",0.2578,0.1,0.001,16.25,1.0,32,42
pooled,1.0,15,"[0.1118, 0.1202, 0.0949, 0.1248, 0.1192, 0.1114, 0.1026, 0.1169, 0.1181, 0.1241, 0.1319, 0.1204, 0.1082, 0.1082, 0.1028]",0.1064,0.1,0.001,16.25,1.0,32,42
global,10.0,15,"[0.1397, 0.1387, 0.1539, 0.1466, 0.1411, 0.1532, 0.1544, 0.1614, 0.1607, 0.1658, 0.1681, 0.167, 0.1708, 0.1739, 0.1739]",0.1729,0.1,0.001,16.25,1.0,32,42
personal,10.0,15,"[0.2337, 0.2215, 0.2567, 0.2624, 0.258, 0.2389, 0.2355, 0.2597, 0.2539, 0.2686, 0.2617, 0.2555, 0.2539, 0.2564, 0.2583]",0.2562,0.1,0.001,16.25,1.0,32,42
pooled,10.0,15,"[0.1333, 0.1291, 0.1286, 0.1334, 0.1404, 0.1261, 0.1294, 0.1181, 0.1234, 0.1239, 0.1381, 0.1302, 0.0967, 0.1172, 0.1054]",0.1064,0.1,0.001,16.25,1.0,32,42
global,0.0,15,"[0.1579, 0.1324, 0.1608, 0.1646, 0.1666, 0.1807, 0.194, 0.1858, 0.1863, 0.2223, 0.2198, 0.2249, 0.2252, 0.2117, 0.225]",0.2206,0.5,0.001,4.14,1.0,32,42
personal,0.0,15,"[0.2345, 0.2423, 0.2526, 0.2645, 0.2888, 0.2989, 0.3295, 0.361, 0.3936, 0.4031, 0.3988, 0.4152, 0.4336, 0.4514, 0.4421]",0.4424,0.5,0.001,4.14,1.0,32,42
pooled,0.0,15,"[0.1338, 0.1313, 0.1162, 0.1238, 0.1412, 0.129, 0.1477, 0.1407, 0.1529, 0.1625, 0.1654, 0.1648, 0.1584, 0.1575, 0.17]",0.162,0.5,0.001,4.14,1.0,32,42
global,0.001,15,"[0.1579, 0.1324, 0.1608, 0.1646, 0.1666, 0.1807, 0.194, 0.1858, 0.1863, 0.2223, 0.2198, 0.2249, 0.2252, 0.2117, 0.225]",0.2206,0.5,0.001,4.14,1.0,32,42
personal,0.001,15,"[0.2345, 0.2465, 0.2526, 0.259, 0.2788, 0.3007, 0.3411, 0.3739, 0.3968, 0.4129, 0.4015, 0.4061, 0.4224, 0.4277, 0.4308]",0.427,0.5,0.001,4.14,1.0,32,42
pooled,0.001,15,"[0.1338, 0.141, 0.1162, 0.1226, 0.1376, 0.1276, 0.1516, 0.1452, 0.1533, 0.1642, 0.1592, 0.1633, 0.153, 0.1479, 0.1613]",0.1541,0.5,0.001,4.14,1.0,32,42
global,0.01,15,"[0.1579, 0.1324, 0.1608, 0.1646, 0.1666, 0.1807, 0.194, 0.1858, 0.1863, 0.2223, 0.2198, 0.2249, 0.2252, 0.2117, 0.225]",0.2206,0.5,0.001,4.14,1.0,32,42
personal,0.01,15,"[0.2345, 0.2374, 0.2533, 0.2653, 0.2843, 0.281, 0.313, 0.3767, 0.3494, 0.3456, 0.3489, 0.3711, 0.3811, 0.4003, 0.3813]",0.3876,0.5,0.001,4.14,1.0,32,42
pooled,0.01,15,"[0.1338, 0.14, 0.1197, 0.1271, 0.1408, 0.1277, 0.1417, 0.1475, 0.1392, 0.1431, 0.1438, 0.1561, 0.1359, 0.1433, 0.1455]",0.1416,0.5,0.001,4.14,1.0,32,42
global,0.1,15,"[0.1579, 0.1324, 0.1608, 0.1646, 0.1666, 0.1807, 0.194, 0.1858, 0.1863, 0.2223, 0.2198, 0.2249, 0.2252, 0.2117, 0.225]",0.2206,0.5,0.001,4.14,1.0,32,42
personal,0.1,15,"[0.2352, 0.2358, 0.2559, 0.2622, 0.2734, 0.2702, 0.2619, 0.2727, 0.2615, 0.2693, 0.2812, 0.2848, 0.2476, 0.2672, 0.2774]",0.2641,0.5,0.001,4.14,1.0,32,42
pooled,0.1,15,"[0.1367, 0.1367, 0.1332, 0.1254, 0.1266, 0.1284, 0.1269, 0.1126, 0.1225, 0.1239, 0.1428, 0.1358, 0.1098, 0.1134, 0.1247]",0.116,0.5,0.001,4.14,1.0,32,42
