perf,mean_perf,e,d,nm,norm,bs,seed
"[0.1031, 0.3158, 0.4994, 0.4985, 0.6373, 0.4677, 0.7116, 0.8074, 0.6608, 0.7689, 0.8833, 0.7991, 0.6999, 0.8578, 0.8985]",0.8187,5.0,0.001,0.89,1.0,128,42
"[0.1405, 0.1639, 0.5176, 0.5111, 0.5404, 0.6551, 0.7326, 0.6976, 0.7552, 0.8245, 0.8198, 0.7048, 0.7291, 0.7404, 0.8473]",0.7723,5.0,0.001,0.89,1.0,128,43
"[0.1012, 0.2827, 0.5173, 0.6607, 0.6448, 0.8265, 0.7123, 0.4915, 0.8202, 0.6772, 0.8262, 0.8013, 0.8652, 0.8754, 0.8961]",0.8789,5.0,0.001,0.89,1.0,128,44
"[0.1125, 0.236, 0.4897, 0.5602, 0.64, 0.6662, 0.7359, 0.6869, 0.6268, 0.8423, 0.7938, 0.8237, 0.8375, 0.7969, 0.8642]",0.8329,5.0,0.001,0.89,1.0,128,45
"[0.1721, 0.1633, 0.4187, 0.5549, 0.643, 0.7222, 0.7127, 0.6754, 0.6842, 0.7779, 0.698, 0.6076, 0.7705, 0.7166, 0.7624]",0.7498,5.0,0.001,0.89,1.0,128,46
