timestamp,mean_perf_global,perf-global,mean_perf_personal,perf_personal,e,d,nm,norm,bs,lr,num_clients,client_rate
2026-03-06 14:44,0.9428,"[0.3787, 0.8306, 0.8889, 0.9088, 0.9188, 0.9252, 0.926, 0.9313, 0.9337, 0.9357, 0.9417, 0.9388, 0.9418, 0.9434, 0.9432]",0.9693,"[0.4352, 0.6969, 0.8713, 0.9622, 0.9624, 0.9666, 0.9673, 0.9678, 0.9684, 0.969, 0.9693, 0.9693, 0.9692, 0.9693, 0.9693]",5.0,0.001,0.84,1.0,128,0.01,10,0.5
