timestamp,mean_perf,perf,e,d,nm,norm,bs,lr,num_clients,client_rate
2026-03-02 09:49,0.984,"[0.2846, 0.9508, 0.9682, 0.9744, 0.9764, 0.9776, 0.9815, 0.9823, 0.9817, 0.9825, 0.9831, 0.9783, 0.9833, 0.9833, 0.9854]",,,,,128,0.01,10,0.5
