timestamp,mean_perf_global,perf-global,mean_perf_personal,perf_personal,e,d,nm,norm,bs,lr,num_clients,client_rate
2026-03-02 04:57,0.9406,"[0.3191, 0.8024, 0.8902, 0.9101, 0.9195, 0.9248, 0.9334, 0.9331, 0.936, 0.9395, 0.9391, 0.9323, 0.9402, 0.9418, 0.9397]",0.8255,"[0.1084, 0.3488, 0.4897, 0.6147, 0.653, 0.7754, 0.8092, 0.8146, 0.8336, 0.8432, 0.8398, 0.8375, 0.8266, 0.8248, 0.8251]",5.0,0.001,0.84,1.0,128,0.01,10,0.5
