timestamp,mean_perf_global,perf_global,mean_perf_personal,perf_personal,e,d,nm,norm,bs,lr,num_clients,client_rate
2026-03-02 04:51,0.3774,"[0.435, 0.4219, 0.5713, 0.127, 0.724, 0.4522, 0.078, 0.297, 0.3281, 0.2971, 0.3612, 0.1474, 0.1189, 0.5107, 0.5025]",0.2219,"[0.1117, 0.1047, 0.1091, 0.1071, 0.1172, 0.1213, 0.1293, 0.1408, 0.1442, 0.1587, 0.1651, 0.1698, 0.1949, 0.2249, 0.2458]",,,,,128,0.01,10,0.5
